country,designation,points,price,province,variety,winery
US,Reserve,88,30.0,Washington,Red Blend,14 Hands
France,ChÃ¢teau Lajarre,88,27.0,Bordeaux,Bordeaux-style Red Blend,Horeau-Beylot
Germany,Trocken,88,38.0,Baden,Pinot Noir,Huber
US,Old Vine,88,19.0,California,Zinfandel,Fiddletown Cellars
Argentina,Maza Tonconogy,88,16.0,Mendoza Province,Cabernet-Syrah,Finca Los Maza
Germany,Carl Graff Collection Graacher Himmelreich SpÃ¤tlese,88,17.0,Mosel,Riesling,Graff
Germany,J,88,99.0,Ahr,Pinot Noir,Jean Stodden
France,ChÃ¢teau Baffort,88,15.0,Bordeaux,Bordeaux-style Red Blend,Bernard Magrez
Italy,Nembo,88,24.0,Southern Italy,Fiano,Capolino Perlingieri
Spain,Manon Roble,88,8.0,Central Spain,Tempranillo,Mano A Mano
US,Estate,88,21.0,California,Syrah,Lava Cap
Italy,Gran Tiati,88,27.0,Southern Italy,Red Blend,Teanum
France,Bad Boy,88,30.0,Bordeaux,Bordeaux-style Red Blend,Thunevin
US,Semper Ulises,88,65.0,California,Chardonnay,Tuck Beckstoffer
France,Concerto Vieilles Vignes,88,30.0,Loire Valley,Cabernet Franc,Vignoble de la Jarnoterie
Chile,Tralca,88,70.0,Colchagua Valley,Red Blend,ViÃ±a Bisquertt
Italy,Garassino,88,30.0,Piedmont,Nebbiolo,Tenuta Carretta
US,Old Vine Reserve,88,32.0,California,Zinfandel,Scott Harvey
US,Talcott Vineyard,88,20.0,Washington,Viognier,Seven Hills
US,LeBlanc Crystal Spring Vineyard,88,24.0,California,Sauvignon Blanc,Salvestrin
France,Thomas Barton RÃ©serve,88,20.0,Bordeaux,Bordeaux-style Red Blend,Barton & Guestier
US,Quarry Butte Destiny Ridge Vineyards Estate Grown,88,25.0,Washington,Red Blend,Alexandria Nicole
US,Block 1910,88,48.0,California,Zinfandel,Limerick Lane
US,Josie's Knoll,88,20.0,Virginia,Merlot,Lovingston
Greece,Paranga,88,20.0,Macedonia,Red Blend,Kir-Yianni
US,Estate Vineyards,88,12.0,Washington,Riesling,Jones of Washington
US,Lawrence Vineyards Dry,88,20.0,Washington,Riesling,GÃ¥rd
France,ChÃ¢teau de la MulonniÃ¨re Rouge Baiser,88,26.0,Loire Valley,Cabernet Franc-Cabernet Sauvignon,Guy Saget
France,Les Notes ParfumÃ©es,88,24.0,Bordeaux,Bordeaux-style Red Blend,Duval & Blanchet
US,Rosato Cabernet Sauvignon Mudd Vineyard,88,18.0,New York,RosÃ©,Channing Daughters
France,CuvÃ©e Prestige,88,14.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau de Cornemps
France,La Rose Saint-Vincent,88,42.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Haut-Goujon
Italy,Pirochetta Vecchie Vigne,88,22.0,Piedmont,Dolcetto,Cascina Corte Barosi-Battaglia
US,Simply White,88,20.0,California,White Blend,Testa Vineyards
US,Dark Matter,93,40.0,Washington,Syrah,Crossfork Creek
US,Three Acre Estate,93,95.0,California,Cabernet Sauvignon,David Arthur
France,PerriÃ¨res Premier Cru,93,80.0,Burgundy,Chardonnay,Domaine Vincent Girardin
US,Collins Holystone Vineyard,93,60.0,California,Cabernet Sauvignon,Conn Creek
US,L'idiot du Village,93,42.0,Washington,RhÃ´ne-style Red Blend,Gramercy
US,Julia's Vineyard,93,58.0,California,Pinot Noir,Foxen
US,Twenty Six,93,80.0,California,Bordeaux-style Red Blend,Proximity
Italy,Ambrosan,93,88.0,Veneto,"Corvina, Rondinella, Molinara",Nicolis
US,Estate,93,25.0,California,Zinfandel,Oakville Winery
US,Dead Horse Cabernet Sauvignon-Cabernet Franc-Malbec-Merlot-Petit Verdot,93,52.0,Washington,Bordeaux-style Red Blend,Mark Ryan
France,Les Clos Grand Cru,93,137.0,Burgundy,Chardonnay,Pascal Bouchard
France,Clos des FÃ¨ves Premier Cru,93,107.0,Burgundy,Pinot Noir,Chanson PÃ¨re et Fils
France,GenevriÃ¨res Premier Cru,93,72.0,Burgundy,Chardonnay,Domaine Vincent Girardin
France,Les Preuses Grand Cru,93,70.0,Burgundy,Chardonnay,La Chablisienne
US,Four-Acre,93,34.0,California,Zinfandel,Summers
Italy,Campo dei Gigli,93,70.0,Veneto,"Corvina, Rondinella, Molinara",Tenuta Sant'Antonio
US,Oppenlander Vineyard,93,45.0,California,Pinot Noir,Baxter
France,ChÃ¢teau Corton Grancey,93,130.0,Burgundy,Pinot Noir,Louis Latour
Italy,G&G;,93,160.0,Veneto,"Corvina, Rondinella, Molinara",Luigi Righetti
US,Brut,93,45.0,California,Sparkling Blend,Chandon
US,English Hill Vineyard,93,50.0,California,Pinot Noir,Boheme
US,Reserve,93,60.0,California,Pinot Noir,Robert Mondavi
France,Barrel Sample,93,80.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Monbousquet
US,XXIII,87,35.0,Washington,Cabernet Sauvignon,Cave B
US,Dry,87,18.0,California,GewÃ¼rztraminer,Claiborne & Churchill
Chile,Reserva,87,12.0,Colchagua Valley,CarmenÃ¨re,Casa Silva
Italy,Bricco Avene,87,23.0,Piedmont,Nebbiolo,Rivetti Massimo
Georgia,Marani Kondoli Vineyards Mtsvane-Kisi,87,14.0,Kakheti,White Blend,Telavi
US,Lawrence Vineyard,87,20.0,Washington,Roussanne,Southard
Chile,CuvÃ©e Don Reca Limited Release,87,24.0,Cachapoal Valley,Red Blend,ViÃ±a La Rosa
Italy,Settevie,87,14.0,Piedmont,Nebbiolo,Orlando Abrigo
Italy,MirinÃ¨,87,38.0,Piedmont,Nebbiolo,Paolo Manzone
Italy,Maestrale,87,24.0,Piedmont,Barbera,Salvano
Bulgaria,Veni Vidi Vici,87,8.0,Thracian Valley,Cabernet Sauvignon,Vini
Italy,L'Avvocata,86,15.0,Piedmont,Barbera,Coppo
Romania,Dreamfish,86,7.0,Viile Timisului,Sauvignon Blanc,Cramele Recas
Italy,Bricco Riserva,86,65.0,Piedmont,Nebbiolo,Dante Rivetti
Greece,Geromilos Farms,86,14.0,Messinia,White Blend,Dimitra
Chile,Eco Balance,87,9.0,Casablanca Valley,Chardonnay,Emiliana
Germany,Alte Reben Trocken,87,80.0,Baden,SpÃ¤tburgunder,Huber
US,Scherrer Vineyard,87,27.0,California,Zinfandel,Greenwood Ridge
US,Estate Bottled,87,25.0,California,Syrah,Pianetta
South Africa,Made With Organically Grown Grapes,87,10.0,Western Cape,Cabernet Sauvignon-Merlot-Shiraz,Releaf
Greece,CuvÃ©e Larsinos,87,20.0,Peloponnese,Viognier,Skouras
US,Noble Wrath Late Harvest,87,33.0,California,Sauvignon Blanc,Wrath
Chile,Aliwen Reserva,87,12.0,Rapel Valley,Cabernet Sauvignon-Syrah,Undurraga
Chile,Gran Reserva,87,20.0,Maipo Valley,Cabernet Sauvignon-Syrah,Vistamar
Germany,Trocken,87,19.0,Mosel,Riesling,Melsheimer
New Zealand,Roaring Meg,87,16.0,Central Otago,Pinot Grigio,Mt. Difficulty
US,Keefer Ranch,87,22.0,California,Chardonnay,Novy
Italy,Vigna Pezza La Corte,87,24.0,Southern Italy,Aglianico,Ocone
Chile,The Lost Barrel,87,25.0,Maule Valley,Red Blend,Oveja Negra
South Africa,The Den,87,12.0,Coastal Region,Chenin Blanc,Painted Wolf
Italy,Efeso,87,24.0,Southern Italy,Mantonico,Librandi
US,Reserve,87,18.0,California,Pinot Noir,Castle Rock
Chile,VisiÃ³n,87,15.0,Casablanca Valley,Sauvignon Blanc,Cono Sur
Italy,Il Viola,88,19.0,Southern Italy,Aglianico,Tenuta Le Querce
US,Champoux Vineyard,88,39.0,Washington,Cabernet Sauvignon,Three Rivers
US,Estate Grown and Bottled,88,35.0,California,Grenache,Zaca Mesa
Italy,Terre di Orazio,88,22.0,Southern Italy,Aglianico,Cantina di Venosa
France,Diane de Belgrave,88,23.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Belgrave
Australia,Mangan,88,46.0,Western Australia,Bordeaux-style Red Blend,Cullen
Portugal,Vintage,88,65.0,Port,Port,Barros
Argentina,La Bienvenida,88,26.0,Mendoza Province,Malbec,Bernard Magrez
US,Hudson Vineyard,88,40.0,California,Sauvignon Blanc,Ma(i)sonry
Italy,Rudiae,88,15.0,Southern Italy,Primitivo,Vigneti Reale
Italy,Le Pitre,88,35.0,Southern Italy,Negroamaro,Villa Mottura
Australia,Bin 389,91,36.0,South Australia,Cabernet Sauvignon-Shiraz,Penfolds
US,Valenti Vineyard,91,40.0,California,Pinot Noir,Phillips Hill
Spain,Pie Franco,91,28.0,Northern Spain,Verdejo,Blanco Nieva
US,Red Willow Vineyard,91,48.0,Washington,Cabernet Sauvignon,Adams Bench
US,Classique,91,20.0,California,MourvÃ¨dre,Holly's Hill
Portugal,Guarda Rios Tinto,91,15.0,Tejo,Portuguese Red,Vale d'Algares
Australia,Eric Stevens Purbrick,91,51.0,Victoria,Shiraz,Tahbilk
Portugal,Colheita,91,21.0,DÃ£o,Portuguese Red,Vinha Paz
Portugal,Lua Cheia em Vinhas Velhas Reserva,91,15.0,Douro,Portuguese White,Wines & Winemakers
US,Weinbau Vineyard,91,39.0,Washington,Cabernet Franc,Three Rivers
Argentina,Benegas Lynch,91,45.0,Mendoza Province,Meritage,Benegas
US,Version,91,34.0,California,RhÃ´ne-style Red Blend,Adelaida
US,Sorella,91,65.0,Washington,Bordeaux-style Red Blend,Andrew Will
US,Reckoning,91,34.0,Washington,Bordeaux-style Red Blend,Adams Bench
US,Antithesis,91,45.0,Washington,Red Blend,J. Bookwalter
South Africa,T Noble Late Harvest,91,55.0,Stellenbosch,Chenin Blanc,Ken Forrester
US,Estate,91,24.0,Washington,Cabernet Franc,Gamache
Argentina,Plata,91,25.0,Mendoza Province,Malbec,Gauchezco
Argentina,Punto Final Reserva,91,20.0,Mendoza Province,Malbec,Bodega Renacer
Greece,Made with Organic Grapes,88,45.0,Nemea,Agiorgitiko,Spiropoulos
Chile,Orzada,88,20.0,Maule Valley,CarmenÃ¨re,Odfjell
France,Les Belles CÃ´tes,88,30.0,Loire Valley,Sauvignon Blanc,Roger et Didier Raimbault
US,Pauli Ranch,88,38.0,California,Barbera,Muscardini
US,Consequence,88,18.0,Washington,White Blend,Nefarious Cellars
US,Blackboard Red,88,22.0,Washington,Bordeaux-style Red Blend,Matthews Estate
Chile,La Capilla Single Vineyard,88,25.0,Colchagua Valley,Cabernet Sauvignon,Viu Manent
Greece,Asirtiko Athiri,87,18.0,Santorini,White Blend,Domaine Sigalas
Greece,Apiliotis,87,25.0,Greece,Mandilaria,Domaine Sigalas
US,Steinbeck Vineyard Syrah,87,18.0,California,RosÃ©,Eberle
US,Woodstock Collection Black Widow,87,75.0,California,Red Blend,Cielo Malibu Estate Vineyards
US,Estate,87,11.0,California,Sauvignon Blanc,Clos La Chance
US,Archeology,87,60.0,New York,Red Blend,Clovis Point
France,Sur le Fort,87,23.0,Loire Valley,Sauvignon Blanc,Domaine Fouassier
Greece,Avaton,87,55.0,Epanomi,Red Blend,Domaine Gerovassiliou
US,RosÃ©,87,14.0,New York,Pinot Noir,Glenora
Chile,Gran Reserva Maipo Alto,87,15.0,Maipo Valley,Cabernet Sauvignon,Carmen
France,Belle de Nuit Brut,87,19.0,Loire Valley,Sparkling Blend,Alpha Loire
US,Esola Vineyard,87,18.0,California,Zinfandel,Amador Foothill Winery
US,Vintner's Reserve,87,19.0,California,Pinot Noir,Kendall-Jackson
Italy,Costasera Riserva,93,95.0,Veneto,"Corvina, Rondinella, Molinara",Masi
Italy,Bosan,92,45.0,Veneto,"Corvina, Rondinella, Molinara",Cesari
France,Les Caradeux Premier Cru,92,53.0,Burgundy,Chardonnay,Chanson PÃ¨re et Fils
France,La RomanÃ©e Premier Cru,92,94.0,Burgundy,Chardonnay,Domaine Vincent Girardin
France,Les Combettes Premier Cru,92,87.0,Burgundy,Chardonnay,Domaine Vincent Girardin
France,Champ Gain Premier Cru,92,72.0,Burgundy,Chardonnay,Jean-Claude Boisset
Spain,Victoria 2,92,26.0,Andalucia,Moscatel,Jorge OrdoÃ±ez & Co.
Spain,Pie Franco,92,28.0,Northern Spain,Verdejo,Blanco Nieva
Italy,Colle Christi Collezione Ca' del Pipa,92,52.0,Veneto,"Corvina, Rondinella, Molinara",Castellani Michele & Figli
Italy,Vigneto di Campo delle Strie,92,70.0,Veneto,"Corvina, Rondinella, Molinara",Tenuta Chiccheri
US,"Sentinel Oak Vineyard, Pyramid Block",92,40.0,California,Syrah,Terre Rouge
Italy,Monte Fante Riserva,92,85.0,Veneto,"Corvina, Rondinella, Molinara",Remo Farina
France,Domaine des Perdrix Les 8 OuvrÃ©es Aux Perdrix Premier Cru,92,120.0,Burgundy,Pinot Noir,Domaines Devillard
US,Feral,92,20.0,Washington,Sauvignon Blanc,Efeste
Spain,Clio,92,45.0,Levante,Red Blend,El Nido
US,Vintage Brut,92,45.0,California,Sparkling Blend,Chandon
France,Les Vergelesses Premier Cru,92,50.0,Burgundy,Pinot Noir,Chanson PÃ¨re et Fils
France,Clos des Mouches Premier Cru,92,112.0,Burgundy,Chardonnay,Chanson PÃ¨re et Fils
US,Corrida Tempranillo-Merlot-Cabernet Sauvignon-Garnacha-Cabernet Franc,92,35.0,Washington,Red Blend,Brian Carter Cellars
France,Barrel Sample,90,90.0,Bordeaux,Bordeaux-style Red Blend,Clos RenÃ©
Italy,150 Anniversario,86,20.0,Piedmont,Freisa,Il Vino dei Padri
Italy,1-liter,86,16.0,Piedmont,Red Blend,GiÃ 
Greece,Estate Hatzimichalis Veriki,86,26.0,Atalanti Valley,White Blend,Hatzimichalis
Chile,Axel,86,20.0,Colchagua Valley,Cabernet Sauvignon,La Playa
Chile,Winemaker's Selection Single Vineyard,86,18.0,LimarÃ­ Valley,Sauvignon Blanc,Tamaya
Italy,DolbÃ ,86,22.0,Piedmont,Red Blend,Viberti
US,Reserve,86,55.0,California,Cabernet Sauvignon,Spelletich Cellars
Italy,Roccardo,86,25.0,Piedmont,Nebbiolo,Rocche Costamagna
Chile,Reserva Sauvignon Blanc-CarmenÃ©re,86,12.0,Maule Valley,White Blend,Oveja Negra
US,Griva Vineyard,86,38.0,California,Pinot Noir,Mercy
Italy,BerrÃ²,86,10.0,Piedmont,Barbera,Pico Maccario
US,Rockpile Ridge Vineyard,86,35.0,California,Zinfandel,Mauritson
Slovenia,g-Pullus,86,20.0,Å tajerska,Sauvignon,Pullus
Chile,Secreto,86,14.0,Casablanca Valley,Sauvignon Blanc,Viu Manent
Greece,Domaine Hatzimichalis Kapnias,86,37.0,Atalanti Valley,Red Blend,Hatzimichalis
Lebanon,Gaston Hochar,86,46.0,Bekaa Valley,White Blend,ChÃ¢teau Musar
Italy,Briccoserra,86,52.0,Piedmont,Red Blend,Cigliuti
US,Venus,87,45.0,California,Roussanne-Viognier,Donelan
South Africa,Renaissance,87,30.0,Wellington,Cabernet Sauvignon-Merlot,Doolhof
Germany,Bernkasteler Badstube Kabinett,87,29.0,Mosel,Riesling,Dr. H. Thanisch (Erben Thanisch)
Italy,Ros'Aura,87,16.0,Southern Italy,RosÃ©,Feudi di San Gregorio
US,Hudson Vineyard Le Corbeau,87,28.0,California,RhÃ´ne-style Red Blend,Elyse
France,Thomas Barton RÃ©serve,87,15.0,Bordeaux,Bordeaux-style Red Blend,Barton & Guestier
US,Russian River Selection,87,32.0,California,Chardonnay,Gary Farrell
Germany,Malterdinger Trocken,87,50.0,Baden,Pinot Noir,Huber
US,Vittorio's Vineyard,87,24.0,California,Sauvignon Blanc,V. Sattui
US,Maldonado Vineyard Dijon Clones,87,39.0,California,Chardonnay,Venge
Germany,Dry,87,15.0,Rheinhessen,Riesling,Weingut Liebfrauenstift
US,San Saba Vineyard,87,49.0,California,Chardonnay,Wrath
US,Pool Block,87,55.0,California,Cabernet Sauvignon,Steltzner
US,Unfiltered,87,50.0,California,Cabernet Sauvignon,Barlow
Greece,Axia Syrah Xinomavro,87,20.0,Florina,Red Blend,Alpha Estate
Chile,Reserva,87,16.0,LimarÃ­ Valley,Syrah,Los Molles
South Africa,Ecurie,87,20.0,Stellenbosch,Red Blend,Hartenberg
US,Reserve,87,30.0,California,Chardonnay,Koehler
US,Cold Creek,87,18.0,California,Pinot Grigio,Laird
US,Stillwater Creek Vineyard,88,28.0,Washington,Grenache,Novelty Hill
France,La Tiare du Pape,88,40.0,RhÃ´ne Valley,RhÃ´ne-style Red Blend,Skalli
Portugal,Vintage,88,60.0,Port,Port,Royal Oporto
Germany,Piesporter GoldtrÃ¶pfchen SpÃ¤tlese Feinherb,88,40.0,Mosel,Riesling,Ansgar ClÃ¼sserath
US,Estate,88,34.0,California,Petite Sirah,Cedar Creek
Spain,RamÃ³n Roqueta Reserva,88,15.0,Catalonia,Tempranillo-Cabernet Sauvignon,Bodegas 1898
Italy,L'Atto,88,20.0,Southern Italy,Red Blend,Cantine del Notaio
Italy,Riserva,88,19.0,Southern Italy,Red Blend,Cantine Paolo Leo
Spain,Santa Monica Brut,88,10.0,Catalonia,Sparkling Blend,CastellvÃ­ de la Marca
Argentina,Chairman's Blend Malbec-Cabernet Sauvignon-Syrah,88,20.0,Mendoza Province,Red Blend,Cruz Alta
US,Heritage Blanc,88,20.0,California,RhÃ´ne-style White Blend,Curtis
Italy,Pazzia,88,40.0,Southern Italy,Primitivo,Luccarelli
France,Tradition,88,11.0,RhÃ´ne Valley,RosÃ©,Mas Carlot
Italy,Mater,88,27.0,Southern Italy,Primitivo,Miali
Germany,Neipperger Schlossberg,88,55.0,WÃ¼rttemberg,SpÃ¤tburgunder,Grafen Neipperg
Spain,s. XII Cluny,91,24.0,Northern Spain,Red Blend,Monastir
Australia,Cliff Edge,91,20.0,Victoria,Shiraz,Mount Langi Ghiran
Argentina,Lindaflor Petite Fleur,91,30.0,Mendoza Province,Red Blend,Monteviejo
Portugal,Lua Nova em Vinhas Velhas,91,15.0,Douro,Portuguese Red,Wines & Winemakers
Australia,Woodhenge,91,30.0,South Australia,Shiraz,Wirra Wirra
Australia,FDR1A,91,40.0,South Australia,Cabernet Sauvignon-Shiraz,Yalumba
Argentina,Gran,91,40.0,Mendoza Province,Malbec,Pulenta Estate
France,Le Tronquera,90,65.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau les VimiÃ¨res
US,Alder Ridge Vineyard Ribera Blend,90,40.0,Washington,Red Blend,Apex at Alder Ridge
Portugal,SÃ³,90,30.0,Setubal,Touriga Nacional,BacalhÃ´a Wines of Portugal
US,Estate,90,24.0,Washington,Cabernet Sauvignon,Balboa
US,Estate,90,28.0,Washington,Malbec,Gamache
Portugal,Vila Santa Reserva,90,20.0,Alentejano,Portuguese Red,J. Portugal Ramos
US,Red,90,18.0,Washington,Red Blend,Januik
US,Elk Prairie Vineyard,90,39.0,California,Pinot Noir,Joseph Jewell
Spain,Costers del Gravet,90,20.0,Catalonia,Red Blend,CapÃ§anes
US,Kiame KuvÃ©e,90,38.0,California,Red Blend,Kiamie
Portugal,Altano Quinta do AtaÃ­de Reserva,90,23.0,Douro,Portuguese Red,Symington Family Estates
Italy,Bricco Faset,87,37.0,Piedmont,Nebbiolo,La Spinona
US,Reserve,87,8.0,California,Pinot Grigio,Oak Grove
Chile,Queulat Gran Reserva Single Vineyard,87,15.0,Maipo Valley,Cabernet Sauvignon,Ventisquero
Chile,Crucero Reserva,87,13.0,Maipo Valley,Chardonnay,Siegel
Greece,Synoro,87,28.0,Peloponnese,Red Blend,Skouras
US,Topaz ImpÃ©rial,87,37.0,New York,Sparkling Blend,Sparkling Pointe
US,Pepper Bridge Vineyard,87,29.0,Washington,Merlot,Two Vintners
Chile,Culpeo Made with Organic Grapes,87,10.0,CuricÃ³ Valley,CarmenÃ¨re,ViÃ±a La Fortuna
Israel,Reserve Dry Red,87,22.0,Samson,Cabernet Sauvignon,Mony
Italy,Laccento,87,30.0,Piedmont,RuchÃ©,Montalbera
US,Devoto Garden Vineyard,87,27.0,California,Pinot Noir,Wait Cellars
US,Lawrence Vineyards Don Isidro Red,87,22.0,Washington,Cabernet Sauvignon-Syrah,GÃ¥rd
Italy,Bric Valdiana,87,32.0,Piedmont,Nebbiolo,Giovanni Almondo
US,Frank Johnson Vineyards,87,20.0,California,GewÃ¼rztraminer,Armida
US,Mitsuko's Vineyard,87,20.0,California,Sauvignon Blanc,Clos Pegase
France,Thomas Barton RÃ©serve PrivÃ©,87,40.0,Bordeaux,Bordeaux-style Red Blend,Barton & Guestier
US,Les Vignes de Marcoux Lost Soul,92,48.0,Washington,Syrah,Mark Ryan
Italy,Riserva,92,58.0,Veneto,"Corvina, Rondinella, Molinara",Musella
Italy,Riserva Cent'Anni,92,120.0,Veneto,"Corvina, Rondinella, Molinara",Trabucchi d'Illasi
US,Archimage,92,45.0,Washington,Bordeaux-style Red Blend,Sleight of Hand
France,Clos des Mouches Premier Cru,92,112.0,Burgundy,Pinot Noir,Chanson PÃ¨re et Fils
France,Les Combettes,92,70.0,Burgundy,Chardonnay,ChÃ¢teau de FuissÃ©
France,Les Clos Grand Cru,92,70.0,Burgundy,Chardonnay,ChÃ¢teau de Maligny
US,Solesce,92,60.0,Washington,Bordeaux-style Red Blend,Brian Carter Cellars
France,Les Charmes Premier Cru,92,78.0,Burgundy,Chardonnay,Domaine Vincent Girardin
US,Lola,92,30.0,Washington,Chardonnay,Efeste
France,Santenots Premier Cru,92,100.0,Burgundy,Pinot Noir,Joseph Faiveley
US,Suma Kaw,92,24.0,California,Syrah,La Clarine Farm
France,Les Charmes Premier Cru,92,110.0,Burgundy,Pinot Noir,Jean-Claude Boisset
Italy,Riserva Vigneto Le Balze,92,95.0,Veneto,"Corvina, Rondinella, Molinara",Novaia
US,Creative Impulse,92,95.0,Washington,Cabernet Sauvignon,Rasa
US,Touriga Nacional,92,16.0,Washington,Port,Thurston Wolfe
US,Estate,86,16.0,California,Viognier,Jaxon Keys
US,Old Head,86,15.0,California,Chardonnay,Matchbook
Greece,Asprolithi,86,15.0,Patras,Roditis,Oenoforos
Italy,Fiorenza,86,22.0,Piedmont,Barbera,Paolo Manzone
US,Grandview Vineyard,86,20.0,California,Sauvignon Blanc,Paradise Ridge
US,The Composer,86,30.0,Washington,Riesling,Rasa
US,Piccolo Rosso,86,26.0,California,RosÃ©,Bella Luna
US,La Conviviance,86,90.0,California,Bordeaux-style Red Blend,ChÃ¢teau Julien
Lebanon,Musar Jeune,86,20.0,Bekaa Valley,RosÃ©,ChÃ¢teau Musar
US,Ghielmetti Vineyard,86,27.0,California,Malbec,Fenestra
US,Genesis,86,16.0,Washington,Syrah,Hogue
Chile,Reserva,86,11.0,Casablanca Valley,Chardonnay,MorandÃ©
Greece,Rhoditis,86,13.0,Nemea,Roditis,Kouros
France,Clos Tavannes,86,88.0,Burgundy,Pinot Noir,Domaine de la Pousse d'Or
Greece,Estate Hatzimichalis,86,20.0,Atalanti Valley,Merlot,Hatzimichalis
Greece,Estate Hatzimichalis,86,22.0,Atalanti Valley,Chardonnay,Hatzimichalis
Chile,Natura Un-oaked,87,11.0,Casablanca Valley,Chardonnay,Emiliana
South Africa,Terra D'Aria,87,12.0,Durbanville,Sauvignon Blanc,D'Aria
US,Estate Reserve,87,48.0,Oregon,Petite Syrah,Del Rio
US,Reserve,87,45.0,California,Chardonnay,Clos du Val
Chile,Reserva,87,12.0,Casablanca Valley,Sauvignon Blanc,Veramonte
US,Estate,87,34.0,California,Merlot,Steltzner
South Africa,Amalie,87,35.0,Western Cape,Viognier-Grenache Blanc,Solms-Delta
US,Oat Hill Estate,87,45.0,California,Zinfandel,Zahtila
Germany,Dry,86,14.0,Mosel,Riesling,Dr. Heidemanns-Bergweiler
Greece,Ovilos,86,55.0,Pangeon,Red Blend,Estate Biblia Chora
US,Oakville Terraces,86,70.0,California,Cabernet Sauvignon,De Sante
Spain,El Albar Lurton Barricas,88,24.0,Northern Spain,Tempranillo,FranÃ§ois Lurton
US,Old Vine,88,18.0,California,Zinfandel,Plungerhead
Italy,Rocca del Dragone,88,15.0,Southern Italy,Aglianico,Orion Wine
US,Patelin de Tablas Blanc Grenache Blanc-Viognier-Roussanne-Marsanne,88,20.0,California,RhÃ´ne-style White Blend,Tablas Creek
Germany,Erbach Marcobrunn Dry,88,60.0,Rheingau,Riesling,Schloss Reinhartshausen
France,Chartron La Fleur,88,12.0,Bordeaux,Merlot-Cabernet,SchrÃ¶der & SchÃ¿ler
Italy,Santa Croce,88,20.0,Southern Italy,Red Blend,Vigneti Reale
France,ChÃ¢teau Ballan-Larquette,88,15.0,Bordeaux,Bordeaux-style Red Blend,Vignobles Chaigne et Fils
Italy,Le Pitre,88,35.0,Southern Italy,Primitivo,Villa Mottura
Italy,Settarte,88,38.0,Southern Italy,Red Blend,Miali
Australia,Hazard Hill,88,13.0,Western Australia,Shiraz,Plantagenet
France,Intense,88,13.0,Bordeaux,Sauvignon Blanc,ChÃ¢teau Lamothe-Vincent
France,RÃ©serve de Famille,88,45.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Martet
France,Merlot de ChÃ¢teau Sainte-Barbe,88,15.0,Bordeaux,Merlot,ChÃ¢teau Sainte-Barbe
France,Valades,88,15.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Grand-Maison
France,Grande RÃ©serve,88,15.0,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Haut Mondain
France,Saint-Esprit,88,12.0,RhÃ´ne Valley,RhÃ´ne-style White Blend,Delas FrÃ¨res
US,Dead Fred Vineyard,90,50.0,California,Cabernet Sauvignon,Selene
US,S.T.,90,36.0,Washington,Red Blend,Tero Estates
South Africa,Private Cellar,90,55.0,Tulbagh,Pinotage,Rijk's
Australia,Individual Vineyard Selection Dry,90,17.0,South Australia,Riesling,Pewsey Vale
US,Estate,90,22.0,California,Syrah,San Marcos Creek
Portugal,Azeo,90,25.0,Douro,Portuguese White,Quinta de SÃ£o JosÃ©
US,Indomitable,90,40.0,Washington,Bordeaux-style Red Blend,Woodinville Wine Cellars
US,Z Three,90,42.0,California,RhÃ´ne-style Red Blend,Zaca Mesa
Argentina,Climax,90,45.0,Mendoza Province,Malbec,Zorzal
Australia,ILR Reserve Vineyard Selection,90,48.0,New South Wales,SÃ©millon,Brokenwood
South Africa,Big Easy,90,20.0,Western Cape,Red Blend,Ernie Els
Portugal,Baga & Touriga Nacional,90,21.0,Beiras,Portuguese Red,Filipa Pato
US,Sol Duc,90,50.0,Washington,Meritage,Goose Ridge
Portugal,Branco,90,20.0,Alentejano,Portuguese White,Herdade dos Grous
Portugal,Branco Reserva,90,28.0,DÃ£o,Portuguese White,Alvaro Castro
US,Alder Ridge Vineyard,90,40.0,Washington,Cabernet Sauvignon,Apex at Alder Ridge
Australia,Dark Chocolate,90,17.0,South Australia,Shiraz,Chocolate Box
US,Estate,90,24.0,Washington,Syrah,Balboa
Argentina,Don Tiburcio,90,14.0,Mendoza Province,Red Blend,Benegas
Spain,Roda Reserva,90,45.0,Northern Spain,Tempranillo Blend,Bodegas Roda
Spain,Cabrida,90,55.0,Catalonia,Garnacha,CapÃ§anes
Australia,Killerman's Run,90,20.0,South Australia,Shiraz-Grenache,Kilikanoon
US,Bien Nacido Vineyard,87,45.0,California,Pinot Noir,Longoria
US,Amorosa Vineyard,87,45.0,California,Pinotage,Loma Prieta
France,Bul's RosÃ©,87,15.0,France Other,Malbec,Jean-Luc BaldÃ¨s
Greece,White Symmetry,87,13.0,Peloponnese,Moschofilero,Zacharias
Chile,Sibaris Reserva Especial,87,16.0,Maipo Valley,Cabernet Sauvignon,Undurraga
France,Tendresse Brut RosÃ©,87,61.0,Champagne,Pinot Noir,Veuve Doussot
