country,wine_type,price_dollars,ratings_points
US,Sauvignon Blanc,20,86
France,Sauvignon Blanc,23,86
Italy,White Blend,10,86
Italy,Sangiovese,35,86
Italy,Red Blend,12,86
Italy,Nero d'Avola,41,86
Austria,Sauvignon Blanc,37,86
New Zealand,Sauvignon Blanc,13,86
Austria,Sauvignon Blanc,31,86
South Africa,Shiraz,15,86
Italy,White Blend,9,85
Italy,White Blend,17,85
Chile,Cabernet Sauvignon-CarmenÃ¨re,8,85
Italy,White Blend,20,85
US,Pinot Noir,50,85
US,Chardonnay,40,85
US,Chardonnay,15,85
Italy,Red Blend,10,85
Chile,CarmenÃ¨re,12,85
South Africa,Red Blend,25,85
Chile,CarmenÃ¨re,15,85
Italy,Inzolia,12,85
US,Syrah,15,85
Italy,Viognier,24,85
Italy,Red Blend,20,85
US,Pinot Noir,30,85
US,GewÃ¼rztraminer,9,85
US,White Blend,11,88
US,Malvasia Bianca,13,88
US,Pinot Noir,48,88
US,Pinot Noir,25,88
Italy,Sangiovese,29,88
Italy,White Blend,30,88
Italy,Sangiovese,15,88
Australia,Verdelho,14,88
Chile,Malbec,17,88
Italy,Red Blend,30,88
Chile,Red Blend,18,88
Austria,GrÃ¼ner Veltliner,13,88
US,Syrah,55,88
Australia,Chardonnay,17,88
Chile,Shiraz,17,88
Italy,Red Blend,32,88
Chile,Red Blend,40,88
US,Cabernet Sauvignon,49,83
Chile,Merlot,7,83
Italy,Red Blend,80,83
US,Zinfandel,20,82
Chile,Viognier,13,82
US,Cabernet Sauvignon,10,82
US,Merlot,40,82
US,Chardonnay,25,82
Chile,Syrah,9,82
Chile,Merlot,7,82
Chile,Pinot Noir,16,82
US,Primitivo,18,82
Chile,Cabernet Sauvignon,13,82
US,Merlot,15,82
US,RhÃ´ne-style Red Blend,18,82
US,Chardonnay,9,82
Chile,Cabernet Sauvignon,17,82
US,Merlot,10,82
US,Sauvignon Blanc-Semillon,25,86
US,Sauvignon Blanc,20,86
Argentina,Malbec,10,86
US,Sauvignon Blanc,20,86
US,Pinot Noir,14,86
Greece,White Blend,23,86
US,Port,20,86
Chile,Chardonnay,18,86
US,Shiraz-Viognier,14,86
Austria,Sauvignon Blanc,36,86
France,Sauvignon Blanc,23,86
South Africa,Sauvignon Blanc,13,86
US,Sauvignon Blanc,25,86
US,Chardonnay,50,86
Italy,Red Blend,12,86
Argentina,Chardonnay,10,86
Italy,Red Blend,36,86
Italy,Moscato,12,89
Italy,Moscato,13,89
France,Champagne Blend,47,89
US,Merlot,30,89
US,Bordeaux-style Red Blend,109,89
US,Pinot Noir,50,89
US,Red Blend,45,89
France,Champagne Blend,65,89
Italy,Moscato,12,89
US,Chardonnay,32,89
US,Bordeaux-style Red Blend,22,89
US,Chardonnay,19,89
Italy,Sparkling Blend,20,89
US,Merlot,30,89
Italy,Sparkling Blend,59,89
US,Zinfandel,21,89
Germany,Riesling,12,85
Germany,Riesling,50,85
Germany,Riesling,22,85
New Zealand,Pinot Noir,13,85
Portugal,Portuguese White,7,85
Italy,White Blend,14,85
New Zealand,Pinot Noir,39,85
US,Riesling,10,85
Germany,Riesling,19,85
Chile,Chardonnay,8,85
South Africa,Chenin Blanc,8,85
Germany,Riesling,21,85
US,Pinot Noir,34,85
Italy,White Blend,9,85
US,Port,32,85
Italy,White Blend,17,85
US,Syrah,35,88
US,Red Blend,11,88
Italy,Nero d'Avola,29,88
Australia,Cabernet Sauvignon,25,88
Austria,GrÃ¼ner Veltliner,33,88
Chile,Merlot,10,88
Greece,Red Blend,28,88
Australia,Cabernet Sauvignon,50,88
US,Zinfandel,13,88
Italy,Sangiovese,18,88
Austria,GrÃ¼ner Veltliner,16,88
US,Cabernet Sauvignon,25,88
Italy,White Blend,25,88
Chile,Chardonnay,12,88
Italy,Sangiovese,13,88
Austria,GrÃ¼ner Veltliner,13,88
Chile,Chardonnay,8,86
France,Sauvignon Blanc,22,85
South Africa,Sauvignon Blanc,19,85
Chile,Cabernet Sauvignon,24,85
New Zealand,Pinot Noir,36,85
Italy,Albana,8,85
US,Sauvignon Blanc,21,85
Chile,Chardonnay,11,85
Italy,Red Blend,24,85
Italy,Sangiovese,13,85
US,Cabernet Sauvignon,12,85
Chile,Sauvignon Blanc,9,85
Italy,Sauvignon Blanc,36,85
New Zealand,Chardonnay,13,85
US,Chenin Blanc,20,85
Italy,Sauvignon,24,85
Chile,Merlot,11,85
US,Charbono,16,81
Chile,CarmenÃ¨re,9,81
Chile,Syrah,12,80
US,Zinfandel,42,80
Chile,Cabernet Sauvignon,12,80
US,Petite Sirah,20,80
Chile,Merlot,12,80
Spain,Red Blend,440,98
Spain,Red Blend,75,95
US,Cabernet Blend,80,95
Spain,Pedro XimÃ©nez,15,94
Spain,Red Blend,70,94
US,Cabernet Sauvignon,100,94
US,Syrah,56,94
US,RhÃ´ne-style Red Blend,60,94
US,Red Blend,50,94
Spain,Red Blend,98,94
Spain,Grenache,125,93
Chile,Cabernet Sauvignon-Merlot,11,89
US,Sauvignon Blanc,20,89
US,Riesling,7,88
US,RhÃ´ne-style White Blend,18,88
Chile,CarmenÃ¨re,13,88
Chile,Merlot,9,88
Italy,Moscato,17,88
US,Riesling,13,88
US,Merlot,30,88
US,Bordeaux-style Red Blend,75,88
Spain,Sparkling Blend,20,88
Italy,Prosecco,13,88
US,Red Blend,37,88
US,Cabernet Sauvignon,36,88
Italy,Prosecco,44,88
US,Merlot,13,88
Italy,White Blend,18,88
Chile,Cabernet Sauvignon,14,85
Portugal,Portuguese White,7,85
New Zealand,Chardonnay,15,85
Germany,Riesling,10,85
US,Cabernet Sauvignon,14,85
US,Cabernet Sauvignon,72,85
Germany,Riesling,19,84
Portugal,Portuguese White,9,84
South Africa,Red Blend,30,84
Chile,Sauvignon Blanc,10,84
New Zealand,Chardonnay,14,84
Chile,Red Blend,11,84
Italy,Nero d'Avola,23,84
Chile,Cabernet Sauvignon,13,84
US,Cabernet Blend,80,84
US,Cabernet Blend,28,84
Germany,SpÃ¤tburgunder,45,84
New Zealand,Riesling,31,84
US,Pinot Noir,30,84
South Africa,Red Blend,15,84
Chile,Sauvignon Blanc,10,85
US,Merlot,12,85
New Zealand,GewÃ¼rztraminer,25,85
Chile,Pinot Noir,16,85
US,Syrah,11,85
France,Sauvignon Blanc,30,85
Chile,Cabernet Sauvignon,13,85
Italy,Red Blend,45,85
Chile,Cabernet Sauvignon,19,85
US,Pinot Noir,15,85
Australia,Sauvignon Blanc,27,85
New Zealand,Sauvignon Blanc,20,85
Argentina,Chardonnay,12,85
Italy,Sangiovese,50,85
US,Chenin Blanc,10,85
Argentina,Meritage,16,85
Chile,Sauvignon Blanc,19,85
France,Sauvignon Blanc,10,85
New Zealand,Pinot Noir,36,85
US,Chardonnay,8,85
US,Red Blend,30,88
US,Sauvignon Blanc,15,88
US,Pinot Noir,32,88
US,Cabernet Sauvignon,50,88
US,Bordeaux-style Red Blend,30,88
US,Red Blend,35,88
US,Red Blend,35,88
Italy,Prosecco,12,88
US,Pinot Noir,42,88
Italy,Prosecco,18,88
Italy,Moscato,16,88
Italy,Moscato,15,88
Italy,Moscato,12,88
US,Cabernet Sauvignon,38,88
US,Syrah,24,88
US,Chardonnay,13,88
US,Meritage,48,88
US,Chardonnay,30,88
Spain,Sherry,15,93
US,RhÃ´ne-style Red Blend,42,93
US,Zinfandel,38,93
US,Chardonnay,40,93
Spain,Sherry,17,93
US,Pinot Noir,25,93
US,White Blend,75,93
US,Cabernet Blend,90,92
US,Pinot Noir,40,92
US,RhÃ´ne-style White Blend,36,92
Spain,Red Blend,58,92
US,Cabernet Sauvignon,25,92
Spain,Sherry,17,92
Spain,Red Blend,98,92
US,RhÃ´ne-style Red Blend,60,92
US,Cabernet Sauvignon,110,92
US,Cabernet Sauvignon,85,92
US,Cabernet Blend,50,92
US,Pinot Noir,23,92
US,Pinot Noir,54,92
US,Chardonnay,30,91
Chile,CarmenÃ¨re,14,84
Chile,Cabernet Sauvignon,12,84
Chile,Merlot,13,84
Chile,Merlot,9,84
Chile,Cabernet Sauvignon,8,84
US,Riesling,9,84
New Zealand,Bordeaux-style Red Blend,20,84
US,Cabernet Sauvignon,28,84
Germany,Riesling,10,84
Germany,Riesling,8,84
US,Meritage,45,84
US,Syrah,13,84
Italy,Chardonnay,30,84
South Africa,Sauvignon Blanc,15,84
Germany,Riesling,14,84
Portugal,Portuguese White,7,84
US,Zinfandel,32,84
US,Chardonnay,16,84
US,Bordeaux-style Red Blend,79,84
US,White Riesling,21,84
Italy,Sauvignon Blanc,28,85
South Africa,Riesling,10,85
US,Sauvignon Blanc,20,84
South Africa,Pinotage,10,84
Italy,Red Blend,39,84
New Zealand,Sauvignon Blanc,20,84
South Africa,Merlot,20,84
US,Chardonnay,8,84
US,Pinot Noir,13,84
US,Shiraz,10,84
France,Sauvignon Blanc,21,84
US,Port,22,84
Argentina,Pinot Gris,7,84
New Zealand,Sauvignon Blanc,17,84
US,Cabernet Sauvignon,15,84
Italy,Red Blend,18,84
Italy,Moscato,20,88
Italy,Moscato,18,88
Italy,Moscato,15,88
US,Chenin Blanc,15,87
France,Champagne Blend,70,87
US,Pinot Noir,39,87
US,Cabernet Sauvignon,25,87
US,Chardonnay,12,87
Italy,Moscato,12,87
Italy,Moscato,12,87
Italy,Moscato,13,87
US,Merlot,25,87
US,Semillon-Chardonnay,8,87
US,Merlot,30,87
US,Pinot Noir,35,87
Chile,Cabernet Sauvignon,9,87
US,Petite Sirah,36,91
Spain,Red Blend,66,91
Germany,Riesling,19,91
US,Sangiovese,36,91
US,Cabernet Blend,55,91
Spain,Red Blend,72,91
US,Chardonnay,18,91
Spain,Red Blend,32,91
US,Cabernet Sauvignon,45,91
Australia,Cabernet Sauvignon,50,91
US,Cabernet Blend,65,91
Spain,Red Blend,30,91
US,Cabernet Sauvignon,136,91
US,Cabernet Sauvignon,40,91
US,Cabernet Sauvignon,45,91
Spain,Red Blend,70,91
Spain,Tempranillo Blend,60,91
Australia,Shiraz,30,91
Germany,Riesling,22,91
US,Chardonnay,32,91
Spain,Red Blend,85,91
Spain,Red Blend,75,91
Spain,Tempranillo Blend,44,91
Spain,Sherry,20,91
US,RhÃ´ne-style Red Blend,50,91
Germany,Riesling,18,84
Portugal,Portuguese White,6,84
Chile,Cabernet Sauvignon,14,84
Chile,CarmenÃ¨re,9,84
Germany,Pinot Gris,11,84
US,Merlot,24,84
Chile,Chardonnay,10,84
Chile,Chardonnay,12,84
US,Syrah,32,84
Chile,Merlot,11,83
Chile,CarmenÃ¨re,13,83
US,Zinfandel,5,83
South Africa,Shiraz,8,83
Germany,Riesling,7,83
Chile,Merlot,13,83
US,Cabernet Blend,54,83
Germany,MÃ¼ller-Thurgau,7,83
Germany,MÃ¼ller-Thurgau,12,83
US,White Blend,5,83
Argentina,Malbec,10,84
Italy,Cabernet Sauvignon-Merlot,40,84
US,Shiraz,13,84
Austria,Sauvignon Blanc,25,84
US,Cabernet Franc,32,84
Chile,Cabernet Sauvignon,12,84
US,Port,24,84
Chile,Cabernet Sauvignon,10,84
Argentina,Malbec,10,84
US,Chenin Blanc,16,84
US,Chardonnay,22,84
Chile,Merlot,12,84
Italy,Nerello Mascalese,17,84
Chile,Cabernet Sauvignon,16,84
Italy,White Blend,17,84
US,Chardonnay,18,84
France,Sauvignon Blanc,21,84
US,Syrah,38,91
US,Cabernet Sauvignon,60,91
US,Cabernet Blend,39,91
US,Cabernet Sauvignon,85,91
US,Chardonnay,35,91
Spain,Garnacha,60,91
US,Cabernet Blend,55,91
Spain,Red Blend,67,90
US,Pinot Noir,50,90
US,RhÃ´ne-style White Blend,25,90
US,White Blend,27,90
Spain,Sherry,75,90
US,Pinot Noir,35,90
Spain,Red Blend,45,90
US,Petit Verdot,35,90
US,Cabernet Sauvignon,62,90
US,Sauvignon Blanc,19,90
Spain,Garnacha,25,90
US,RhÃ´ne-style Red Blend,30,90
US,Zinfandel,40,90
Spain,Tempranillo Blend,36,90
Australia,Shiraz,225,90
US,RhÃ´ne-style White Blend,40,90
US,Grenache,20,90
US,Pinot Noir,54,90
US,Merlot,40,90
US,Cabernet Sauvignon,34,87
Italy,Sparkling Blend,62,87
Australia,Cabernet Sauvignon-Merlot,16,87
US,Cabernet Sauvignon,13,87
US,Sauvignon Blanc,15,87
US,Syrah,21,87
Chile,Malbec,12,87
Italy,Sparkling Blend,15,87
US,Chardonnay,20,87
US,Sauvignon Blanc,16,87
US,Syrah,30,87
US,Viognier,15,87
US,Chardonnay,50,87
US,Chardonnay,11,87
Italy,Sparkling Blend,12,87
Italy,Moscato,16,87
Italy,Prosecco,19,87
US,Cabernet Sauvignon,65,87
US,Pinot Noir,38,87
US,SÃ©millon,25,87
Germany,Pinot Noir,20,83
Chile,Cabernet Sauvignon,8,83
US,Red Blend,5,83
South Africa,Red Blend,9,83
New Zealand,Pinot Noir,15,83
Chile,Cabernet Sauvignon,13,83
US,Merlot,15,83
US,Zinfandel,15,82
US,Zinfandel,6,82
US,Pinot Noir,40,82
US,Pinot Noir,25,82
US,Carignane,24,82
Chile,Sauvignon Blanc,17,82
Portugal,Portuguese White,6,82
US,Chardonnay,30,83
Chile,CarmenÃ¨re,18,83
US,Pinot Grigio,7,83
Chile,Merlot,14,83
Italy,Sauvignon Blanc,36,83
Germany,Sauvignon Blanc,28,83
Chile,Merlot,17,83
US,Malbec,55,83
Chile,Chardonnay,45,83
Italy,Red Blend,14,83
South Africa,Cabernet Sauvignon,15,83
US,Chardonnay,18,87
Italy,Prosecco,15,87
Italy,Sparkling Blend,11,87
Italy,Prosecco,10,87
Italy,Moscato,25,87
US,Pinot Noir,35,86
US,Syrah,45,86
US,Sauvignon Blanc,10,86
Italy,Prosecco,15,86
US,Lagrein,33,86
US,Cabernet Sauvignon,14,86
Italy,Sparkling Blend,39,86
Spain,White Blend,13,86
Chile,Cabernet Sauvignon,13,86
Spain,Sparkling Blend,12,86
US,Syrah,15,86
US,Pinot Noir,60,86
Italy,Moscato,17,86
Italy,Moscato,15,86
US,Chardonnay,30,86
US,Merlot,11,86
US,Cabernet Blend,100,90
US,Zinfandel,24,90
US,Cabernet Sauvignon,40,90
US,Cabernet Sauvignon,49,90
Australia,Pinot Noir,31,90
US,Merlot,34,90
US,Chardonnay,25,90
US,Chardonnay,38,90
Spain,Red Blend,34,90
US,Cabernet Sauvignon,32,90
US,Merlot,45,90
US,Zinfandel,22,90
Australia,Pinot Noir,36,90
US,Pinot Noir,50,90
Australia,Cabernet Sauvignon,80,90
Australia,Shiraz,25,90
US,Chardonnay,28,90
Spain,Sherry,20,90
Spain,Red Blend,62,90
US,Red Blend,35,90
Spain,Red Blend,28,90
US,Zinfandel,46,90
Chile,Merlot,12,82
Germany,Riesling,10,82
Chile,Viognier,12,82
Germany,Riesling,5,82
Chile,Sauvignon Blanc,8,81
Chile,Merlot,11,81
Chile,CarmenÃ¨re,15,81
US,Petite Sirah,45,81
US,Cabernet Blend,20,81
US,Red Blend,15,81
Chile,Sauvignon Blanc,12,81
US,Merlot,14,81
Chile,Pinot Noir,18,81
US,Red Blend,18,80
US,Merlot,35,80
US,Cabernet Blend,45,80
Italy,Vermentino,14,80
US,Zinfandel,26,80
Germany,Riesling,15,80
Chile,Sauvignon Blanc,9,80
Argentina,Merlot,10,83
New Zealand,Sauvignon Blanc,18,83
Argentina,Merlot,15,83
New Zealand,Sauvignon Blanc,25,83
France,Bordeaux-style White Blend,26,82
Italy,Falanghina,14,82
US,Pinot Noir,35,82
New Zealand,Sauvignon Blanc,20,82
France,Sauvignon Blanc,32,82
Chile,Chardonnay,9,82
Chile,Cabernet Sauvignon,13,82
Chile,Chardonnay,13,86
US,Pinot Noir,32,86
US,Zinfandel,21,86
Chile,Cabernet Sauvignon,19,86
US,Bordeaux-style Red Blend,30,86
US,Merlot,36,86
US,Red Blend,25,86
US,Pinot Noir,30,86
Spain,Sparkling Blend,15,86
US,FumÃ© Blanc,11,86
US,Cabernet Sauvignon,45,86
US,Pinot Noir,35,86
US,Pinot Noir,34,86
US,Pinot Noir,45,86
US,Zinfandel,11,86
US,Viognier,21,86
US,Red Blend,24,86
US,RosÃ©,10,86
US,Cabernet Sauvignon,46,90
Australia,Riesling,34,90
US,Cabernet Sauvignon,18,90
Germany,Riesling,21,90
US,Cabernet Sauvignon,25,90
Spain,Sherry,14,90
Australia,Shiraz,70,90
US,Syrah,38,90
Spain,Red Blend,30,89
Spain,Grenache,22,89
US,Chardonnay,38,89
Germany,Riesling,17,89
Spain,Sherry,90,89
Australia,Shiraz,20,89
Australia,Pinot Noir,45,89
Spain,Red Blend,60,89
US,Chardonnay,38,89
Germany,Riesling,25,89
US,Merlot,90,89
Spain,Sherry,20,89
US,Zinfandel,24,89
US,RhÃ´ne-style Red Blend,40,89
Portugal,Port,20,89
US,Zinfandel,32,89
Australia,Chardonnay,16,89
US,Zinfandel,50,89
US,Red Blend,9,89
US,Pinot Noir,38,89
Australia,Shiraz,20,89
Spain,AlbariÃ±o,22,89
Australia,Shiraz,28,89
Portugal,Port,21,89
Spain,AlbariÃ±o,110,88
Australia,Sparkling Blend,17,88
Argentina,Chardonnay,30,88
Italy,Sangiovese,21,88
Portugal,Port,18,88
US,Cabernet Sauvignon,17,80
US,Zinfandel,36,80
US,Cabernet Blend,38,80
US,Zinfandel,30,80
Australia,Grenache-Shiraz,12,89
France,Champagne Blend,33,84
France,Chardonnay,11,84
France,Pinot Noir,24,84
US,Riesling,9,84
US,Chardonnay,10,84
Portugal,Portuguese Red,11,84
US,Syrah,30,84
France,Champagne Blend,20,84
US,Bordeaux-style Red Blend,50,84
France,Sauvignon Blanc,8,84
Portugal,Portuguese Red,10,84
Portugal,Portuguese Red,9,84
US,Pinot Noir,50,84
Portugal,Port,30,84
France,Champagne Blend,15,84
France,Chardonnay,8,84
US,Syrah,25,84
Chile,Cabernet Sauvignon,7,81
Chile,Merlot,10,81
US,Sauvignon Blanc,22,81
US,Sauvignon Blanc,24,81
Argentina,Sauvignon Blanc,15,81
US,Port,25,81
Argentina,Cabernet Sauvignon,10,81
Chile,Cabernet Sauvignon,30,81
Chile,Cabernet Sauvignon-CarmenÃ¨re,7,80
US,Sauvignon Blanc,34,80
Argentina,Viognier,10,80
Chile,Pinot Noir,15,80
Spain,Viura,8,80
Chile,Merlot,9,80
France,Bordeaux-style White Blend,24,80
Greece,White Blend,22,80
US,Bordeaux-style Red Blend,60,91
US,Bordeaux-style Red Blend,42,86
US,Pinot Noir,18,86
US,Pinot Noir,42,86
US,Pinot Noir,14,86
Chile,Syrah,13,86
US,Cabernet Sauvignon,30,85
Spain,Sparkling Blend,7,85
US,Chardonnay,14,85
US,Merlot,38,85
US,Cabernet Sauvignon,65,85
US,Merlot,30,85
Spain,Sparkling Blend,9,85
US,Zinfandel,13,85
US,Cabernet Sauvignon,50,85
Spain,White Blend,12,85
US,Cabernet Blend,50,85
US,Pinot Noir,24,89
US,Cabernet Sauvignon,65,89
Germany,Riesling,30,89
US,MourvÃ¨dre,28,89
Germany,Riesling,15,89
Australia,Shiraz,21,89
US,Cabernet Sauvignon,36,89
Australia,Shiraz,46,89
US,Pinot Noir,13,89
Germany,Riesling,12,89
Spain,Tempranillo Blend,35,89
US,Pinot Noir,54,89
US,RhÃ´ne-style Red Blend,45,89
US,Red Blend,40,89
Spain,Red Blend,25,88
Germany,Riesling,18,88
Australia,Riesling,20,88
Germany,Riesling,25,88
US,Barbera,15,88
US,Chardonnay,36,88
Australia,Shiraz,65,88
US,Cabernet Blend,75,88
Spain,Tinto del Pais,13,88
Spain,Garnacha,45,88
Germany,Riesling,17,88
Australia,SÃ©millon,15,88
Spain,Red Blend,98,88
Spain,Bordeaux-style Red Blend,150,88
US,Syrah,32,88
Portugal,Port,23,88
Australia,Shiraz,30,88
US,Pinot Noir,20,88
Australia,Red Blend,17,88
Australia,Shiraz,28,88
Portugal,Port,25,88
Spain,Cabernet Sauvignon,46,88
Portugal,Port,28,88
Portugal,Madeira Blend,25,88
Portugal,Port,20,88
Australia,Red Blend,25,88
US,Zinfandel,18,88
Australia,Chardonnay,15,88
Australia,Grenache,15,88
Portugal,Port,17,84
US,Syrah,18,84
France,Champagne Blend,90,84
France,Chardonnay,6,84
France,Chardonnay,10,84
US,Chardonnay,12,84
US,Pinot Noir,30,84
Portugal,Port,12,84
France,Red Blend,11,84
US,Syrah,14,84
France,Chardonnay,11,84
US,Pinot Noir,30,84
US,Syrah,22,84
US,Roussanne,18,84
France,RosÃ©,10,84
US,Sauvignon Blanc,7,83
Portugal,Portuguese Red,12,83
France,RosÃ©,15,89
Chile,Cabernet Sauvignon,11,85
France,Champagne Blend,175,85
US,Cabernet Sauvignon,15,85
US,Pinot Grigio,11,85
US,Pinot Noir,60,85
Chile,Chardonnay,11,85
US,Cabernet Sauvignon,9,85
US,Merlot,35,85
US,Cabernet Sauvignon,60,85
Italy,Prosecco,19,85
US,Chardonnay,18,85
US,Sauvignon Blanc,10,85
US,Cabernet Sauvignon,22,85
US,Chardonnay,16,85
US,Port,40,85
Spain,Sparkling Blend,10,85
Chile,Cabernet Sauvignon,13,85
Chile,Chardonnay,13,85
Chile,Sauvignon Blanc,9,85
US,Cabernet Sauvignon,30,85
Italy,Prosecco,47,85
US,Pinot Noir,38,85
US,Cabernet Blend,35,88
Spain,Tinto del Pais,25,88
US,Zinfandel,34,88
Argentina,Syrah,14,88
Spain,Red Blend,33,88
US,Pinot Noir,22,88
Spain,Red Blend,20,88
US,Pinot Noir,30,88
US,Cabernet Sauvignon,55,88
Germany,Riesling,17,88
Germany,Riesling,26,88
Australia,Riesling,14,88
Australia,Shiraz,50,88
US,Pinot Noir,30,88
Spain,Tempranillo Blend,22,88
US,Chardonnay,50,88
US,Cabernet Blend,40,88
US,Cabernet Sauvignon,115,90
Spain,Tempranillo,184,96
US,Cabernet Blend,210,96
Spain,Tempranillo Blend,325,95
Spain,Tinto del Pais,395,95
Spain,Tinto del Pais,105,95
US,Cabernet Sauvignon,135,95
US,Cabernet Blend,210,95
Argentina,Malbec,10,88
Portugal,Port,17,88
Australia,Red Blend,40,88
Australia,Red Blend,35,88
US,Cabernet Franc,50,88
US,Zinfandel,24,88
Portugal,Port,19,88
Australia,Grenache,24,87
US,Pinotage,32,87
US,Chardonnay,26,87
Portugal,Encruzado,14,87
Australia,Shiraz,25,87
US,Cabernet Sauvignon,19,87
Australia,Chardonnay,26,87
US,Zinfandel,15,87
US,Chardonnay,27,87
Argentina,Malbec,10,87
Australia,Chardonnay,29,87
US,Cabernet Sauvignon,15,87
Portugal,Port,12,83
France,Sparkling Blend,11,83
France,Sauvignon Blanc,9,83
France,Sparkling Blend,17,83
France,Chardonnay,8,83
France,Champagne Blend,45,83
Portugal,Port,17,83
France,Merlot,8,83
France,Syrah,8,83
US,Pinot Noir,14,87
Australia,Grenache,17,87
Australia,Sangiovese,11,87
France,RosÃ©,17,87
Spain,RosÃ©,8,87
Australia,Shiraz,70,88
Australia,Semillon-Sauvignon Blanc,16,88
US,Cabernet Sauvignon,90,88
Australia,Shiraz-Viognier,32,88
US,Sauvignon Blanc,14,88
Spain,Tinta de Toro,38,88
US,Pinot Noir,22,88
Spain,Sherry,7,88
US,Chardonnay,28,88
Spain,Red Blend,70,88
Germany,Riesling,18,88
US,Pinot Noir,28,88
US,Grenache,28,88
US,Cabernet Sauvignon,85,88
Spain,Red Blend,60,88
Australia,Cabernet Sauvignon,30,88
US,Pinot Noir,23,88
US,Red Blend,29,88
Germany,Riesling,30,87
US,Pinot Noir,20,87
US,Zinfandel,26,87
Australia,Pinot Noir,16,87
US,Sauvignon Blanc,25,85
US,Cabernet Sauvignon,25,85
Chile,CarmenÃ¨re,11,85
Spain,Sparkling Blend,12,85
US,Cabernet Sauvignon,100,85
Italy,Moscato,18,85
Italy,Moscato,18,85
Italy,Prosecco,11,84
US,Cabernet Franc,34,84
Italy,Sparkling Blend,30,84
US,Red Blend,9,84
Italy,Moscato,10,84
US,Merlot,34,84
Italy,Moscato,10,84
US,Cabernet Sauvignon,45,84
Chile,Sauvignon Blanc,12,84
US,Cabernet Blend,210,95
Spain,Tinta de Toro,175,95
Spain,Tinto del Pais,320,94
Spain,Tempranillo Blend,88,94
Spain,Tempranillo Blend,74,94
US,Port,20,94
US,Cabernet Sauvignon,125,94
US,FumÃ© Blanc,65,94
US,Cabernet Sauvignon,75,94
US,Cabernet Sauvignon,75,94
US,Champagne Blend,45,94
Australia,Grenache,32,87
Australia,Grenache,15,87
Australia,Chardonnay,15,87
US,Chardonnay,30,87
US,Chardonnay,18,87
Australia,Roussanne,22,87
Australia,Shiraz,18,87
Portugal,Port,35,87
Australia,Shiraz,15,87
Australia,Grenache,18,87
US,Pinot Noir,33,87
Australia,Shiraz,30,87
Australia,RhÃ´ne-style Red Blend,16,87
Portugal,Portuguese Red,84,87
Australia,Shiraz-Grenache,19,87
Australia,Cabernet Sauvignon,19,87
Australia,Red Blend,25,87
Portugal,Port,18,87
Argentina,Malbec,10,86
France,Syrah,7,86
Italy,Nerello Mascalese,10,86
Italy,Nerello Mascalese,12,86
France,Cabernet Franc,12,86
France,RosÃ©,10,85
France,RosÃ©,20,85
US,RosÃ©,18,85
France,RosÃ©,13,85
France,RosÃ©,9,85
France,RosÃ©,10,84
France,Grenache-Syrah,8,84
France,RosÃ©,10,82
US,Sauvignon Blanc,13,82
France,Cabernet Sauvignon,8,82
US,Chardonnay,28,82
France,Chardonnay,10,82
France,Merlot,9,82
France,Merlot,6,81
US,Red Blend,28,95
US,Cabernet Sauvignon,40,95
US,Cabernet Sauvignon-Syrah,50,95
US,Bordeaux-style Red Blend,95,94
US,Cabernet Sauvignon,120,94
US,Syrah,60,93
Italy,Nebbiolo,45,93
Chile,Cabernet Sauvignon,65,93
US,Cabernet Sauvignon,60,93
Italy,Nebbiolo,64,93
Spain,Tempranillo,10,86
Spain,Tempranillo Blend,10,86
US,Chardonnay,15,86
US,Red Blend,35,86
Spain,Tempranillo Blend,26,86
France,Pinot Noir,83,86
Spain,Tinta de Toro,10,86
Australia,Shiraz,10,86
US,Red Blend,20,86
Australia,Merlot,12,86
Spain,Tempranillo Blend,12,86
Australia,Shiraz,25,86
US,Red Blend,35,86
US,Red Blend,24,86
US,Zinfandel,10,86
US,Merlot,10,86
Spain,Garnacha,8,86
Chile,Chardonnay,13,84
US,Sauvignon Blanc,17,84
US,Chardonnay,28,84
US,Shiraz-Viognier,14,84
Italy,Moscato,15,84
Italy,Sparkling Blend,12,84
US,Merlot,20,84
US,Merlot,25,84
Italy,Prosecco,10,84
Spain,Sparkling Blend,10,84
Chile,CarmenÃ¨re,13,84
Italy,Prosecco,20,84
Spain,Sparkling Blend,10,84
US,RhÃ´ne-style White Blend,18,84
US,Cabernet Sauvignon,32,84
US,Pinot Noir,11,84
US,Cabernet Sauvignon,185,94
Spain,Sherry,116,93
US,Cabernet Sauvignon,75,93
US,Cabernet Sauvignon,45,93
US,Red Blend,80,93
US,RhÃ´ne-style White Blend,72,93
US,Sparkling Blend,72,93
US,Orange Muscat,15,93
US,Pinot Noir,90,93
US,Syrah,35,93
Spain,Red Blend,93,93
Spain,Red Blend,75,93
Argentina,Malbec,20,87
Argentina,Tempranillo,10,87
Australia,RhÃ´ne-style Red Blend,20,87
Portugal,Portuguese Red,14,87
Australia,Shiraz,39,87
US,Verdelho,16,87
Argentina,Cabernet Sauvignon,38,87
Australia,Red Blend,11,87
US,Cabernet Franc,18,86
Australia,Cabernet Sauvignon,10,86
Australia,Grenache,13,86
Spain,Tempranillo,9,86
US,Merlot,20,86
US,Cabernet Sauvignon,55,86
Australia,White Blend,10,86
US,Chardonnay,56,93
US,Zinfandel,45,93
US,Merlot-Cabernet Sauvignon,75,93
